Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,20.0,20.0,19.610000610351562,19.610000610351562,19.364234924316406,6200
2021-01-05,19.600000381469727,19.65999984741211,19.25,19.360000610351562,19.117368698120117,13300
2021-01-06,19.600000381469727,20.989999771118164,19.530000686645508,20.280000686645508,20.02583885192871,18000
2021-01-07,20.420000076293945,20.420000076293945,19.739999771118164,19.8700008392334,19.6209774017334,16600
2021-01-08,20.139999389648438,20.139999389648438,19.5,19.6200008392334,19.374109268188477,7500
2021-01-11,19.360000610351562,19.920000076293945,18.93000030517578,19.799999237060547,19.55185317993164,15500
2021-01-12,19.850000381469727,20.809999465942383,19.850000381469727,20.780000686645508,20.51957130432129,14300
2021-01-13,19.90999984741211,20.920000076293945,19.8700008392334,20.459999084472656,20.203580856323242,16700
2021-01-14,20.65999984741211,20.790000915527344,19.6200008392334,20.1299991607666,19.877716064453125,20900
2021-01-15,19.829999923706055,20.06999969482422,19.809999465942383,19.81999969482422,19.57160186767578,5900
2021-01-19,19.520000457763672,19.81999969482422,18.209999084472656,19.40999984741211,19.16674041748047,16000
2021-01-20,19.40999984741211,19.90999984741211,19.0,19.149999618530273,18.90999984741211,11800
2021-01-21,19.690000534057617,19.690000534057617,18.75,18.75,18.515012741088867,15800
2021-01-22,18.75,19.450000762939453,18.329999923706055,19.450000762939453,19.206241607666016,16800
2021-01-25,19.100000381469727,19.239999771118164,18.75,19.030000686645508,18.79150390625,8100
2021-01-26,18.809999465942383,19.350000381469727,18.809999465942383,18.969999313354492,18.732254028320312,16000
2021-01-27,18.649999618530273,18.649999618530273,18.0,18.100000381469727,17.873159408569336,27700
2021-01-28,18.110000610351562,18.850000381469727,18.049999237060547,18.5,18.268146514892578,10700
2021-01-29,18.649999618530273,18.649999618530273,17.760000228881836,18.010000228881836,17.784286499023438,12800
2021-02-01,19.510000228881836,19.510000228881836,18.059999465942383,18.719999313354492,18.485387802124023,7300
2021-02-02,18.8700008392334,19.25,18.610000610351562,18.6299991607666,18.396516799926758,5900
2021-02-03,18.719999313354492,18.75,18.25,18.75,18.515012741088867,9600
2021-02-04,18.6299991607666,19.0,18.6299991607666,18.75,18.515012741088867,9600
2021-02-05,18.940000534057617,19.020000457763672,18.110000610351562,18.350000381469727,18.120025634765625,19000
2021-02-08,18.450000762939453,19.260000228881836,18.229999542236328,19.09000015258789,18.850751876831055,11800
2021-02-09,19.09000015258789,19.510000228881836,18.739999771118164,19.139999389648438,18.900123596191406,6100
2021-02-10,19.510000228881836,19.899999618530273,19.209999084472656,19.360000610351562,19.117368698120117,12300
2021-02-11,19.610000610351562,19.889999389648438,19.100000381469727,19.149999618530273,18.90999984741211,17000
2021-02-12,19.0,19.1200008392334,18.469999313354492,18.729999542236328,18.729999542236328,8500
