Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,53.06999969482422,53.65999984741211,52.81999969482422,53.310001373291016,53.310001373291016,630100
2021-01-05,52.599998474121094,53.060001373291016,52.22999954223633,52.900001525878906,52.900001525878906,494200
2021-01-06,51.380001068115234,52.54999923706055,51.189998626708984,52.5099983215332,52.5099983215332,1080300
2021-01-07,51.91999816894531,52.790000915527344,51.91999816894531,52.7599983215332,52.7599983215332,989600
2021-01-08,52.41999816894531,52.7400016784668,52.09000015258789,52.2400016784668,52.2400016784668,1150000
2021-01-11,52.150001525878906,52.56999969482422,51.95000076293945,52.560001373291016,52.560001373291016,725300
2021-01-12,52.59000015258789,53.16999816894531,52.45000076293945,52.959999084472656,52.959999084472656,521200
2021-01-13,53.13999938964844,53.56999969482422,52.90999984741211,53.33000183105469,53.33000183105469,449400
2021-01-14,53.41999816894531,53.66999816894531,52.939998626708984,53.189998626708984,53.189998626708984,471400
2021-01-15,53.31999969482422,53.689998626708984,53.060001373291016,53.20000076293945,53.20000076293945,558200
2021-01-19,54.119998931884766,54.63999938964844,53.93000030517578,54.15999984741211,54.15999984741211,958500
2021-01-20,54.08000183105469,54.5099983215332,53.75,53.84000015258789,53.84000015258789,579900
2021-01-21,54.689998626708984,54.689998626708984,53.709999084472656,53.72999954223633,53.72999954223633,489800
2021-01-22,54.060001373291016,54.689998626708984,53.86000061035156,54.33000183105469,54.33000183105469,536600
2021-01-25,54.029998779296875,54.2599983215332,53.540000915527344,53.849998474121094,53.849998474121094,523500
2021-01-26,53.56999969482422,53.56999969482422,52.2400016784668,52.380001068115234,52.380001068115234,809100
2021-01-27,51.45000076293945,52.220001220703125,50.63999938964844,52.099998474121094,52.099998474121094,971300
2021-01-28,52.72999954223633,53.20000076293945,52.459999084472656,53.0,53.0,775800
2021-01-29,53.279998779296875,54.779998779296875,53.25,54.150001525878906,54.150001525878906,1011100
2021-02-01,53.66999816894531,56.099998474121094,53.58000183105469,55.41999816894531,55.41999816894531,1514300
2021-02-02,55.47999954223633,56.0,55.0099983215332,55.2400016784668,55.2400016784668,1100500
2021-02-03,55.470001220703125,55.5,54.5,54.630001068115234,54.630001068115234,658000
2021-02-04,54.7599983215332,54.81999969482422,54.380001068115234,54.66999816894531,54.66999816894531,686000
2021-02-05,54.540000915527344,54.650001525878906,53.77000045776367,54.029998779296875,54.029998779296875,721200
2021-02-08,54.2400016784668,59.0,53.90999984741211,55.779998779296875,55.779998779296875,3249700
2021-02-09,54.59000015258789,54.9900016784668,53.599998474121094,54.060001373291016,54.060001373291016,2234700
2021-02-10,54.83000183105469,55.25,54.209999084472656,55.0,55.0,1242900
2021-02-11,54.7599983215332,54.9900016784668,54.349998474121094,54.88999938964844,54.88999938964844,1092600
2021-02-12,54.52000045776367,56.209999084472656,54.4900016784668,56.02000045776367,56.02000045776367,1038100
