Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,18.700000762939453,18.700000762939453,17.940000534057617,18.25,18.25,1638200
2021-01-05,18.190000534057617,18.459999084472656,17.899999618530273,18.239999771118164,18.239999771118164,2295300
2021-01-06,24.040000915527344,24.209999084472656,23.510000228881836,23.719999313354492,23.719999313354492,86728100
2021-01-07,23.790000915527344,24.100000381469727,23.65999984741211,23.915000915527344,23.915000915527344,20695700
2021-01-08,23.826000213623047,24.200000762939453,23.799999237060547,24.139999389648438,24.139999389648438,11898100
2021-01-11,23.93000030517578,24.100000381469727,23.809999465942383,24.049999237060547,24.049999237060547,7453900
2021-01-12,23.989999771118164,24.149999618530273,23.954999923706055,24.020000457763672,24.020000457763672,10374300
2021-01-13,24.020000457763672,24.110000610351562,23.829999923706055,23.90999984741211,23.90999984741211,12145700
2021-01-14,23.920000076293945,23.979999542236328,23.889999389648438,23.920000076293945,23.920000076293945,5863100
2021-01-15,23.90999984741211,24.040000915527344,23.899999618530273,24.0,24.0,3209000
2021-01-19,24.0,24.110000610351562,23.90999984741211,24.0,24.0,4531900
2021-01-20,23.969999313354492,24.079999923706055,23.959999084472656,24.06999969482422,24.06999969482422,3047600
2021-01-21,24.020000457763672,24.079999923706055,23.989999771118164,24.049999237060547,24.049999237060547,3443900
2021-01-22,24.0,24.079999923706055,23.959999084472656,24.049999237060547,24.049999237060547,4830800
2021-01-25,24.030000686645508,24.10300064086914,23.950000762939453,24.06999969482422,24.06999969482422,3675200
2021-01-26,24.079999923706055,24.079999923706055,23.979999542236328,24.010000228881836,24.010000228881836,3360300
2021-01-27,23.959999084472656,23.989999771118164,23.760000228881836,23.790000915527344,23.790000915527344,5735300
2021-01-28,23.850000381469727,23.90999984741211,23.799999237060547,23.829999923706055,23.829999923706055,3262000
2021-01-29,23.829999923706055,23.895000457763672,23.75,23.860000610351562,23.860000610351562,6880400
2021-02-01,23.920000076293945,24.09000015258789,23.7450008392334,23.829999923706055,23.829999923706055,7936200
2021-02-02,23.979999542236328,24.0,23.809999465942383,23.959999084472656,23.959999084472656,2274700
2021-02-03,23.940000534057617,23.979999542236328,23.825000762939453,23.860000610351562,23.860000610351562,4763100
2021-02-04,23.860000610351562,23.90999984741211,23.700000762939453,23.770000457763672,23.770000457763672,5096500
2021-02-05,23.84000015258789,23.860000610351562,23.75,23.799999237060547,23.799999237060547,2856000
2021-02-08,23.860000610351562,23.920000076293945,23.75,23.780000686645508,23.780000686645508,2317500
2021-02-09,23.75,23.808000564575195,23.729999542236328,23.760000228881836,23.760000228881836,2143100
2021-02-10,23.790000915527344,23.81999969482422,23.729999542236328,23.770000457763672,23.770000457763672,2954100
2021-02-11,23.889999389648438,23.889999389648438,23.649999618530273,23.65999984741211,23.65999984741211,2251800
2021-02-12,23.65999984741211,23.760000228881836,23.65999984741211,23.690000534057617,23.690000534057617,3768200
