Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,67.62999725341797,67.62999725341797,65.80000305175781,66.41000366210938,66.41000366210938,29400
2021-01-05,68.0999984741211,68.0999984741211,66.48999786376953,67.2300033569336,67.2300033569336,102300
2021-01-06,69.33000183105469,70.0,69.12000274658203,69.5999984741211,69.5999984741211,45000
2021-01-07,70.16000366210938,70.88999938964844,70.16000366210938,70.73999786376953,70.73999786376953,15400
2021-01-08,70.72000122070312,70.87999725341797,69.54000091552734,70.18000030517578,70.18000030517578,32100
2021-01-11,69.94999694824219,70.83999633789062,69.94999694824219,70.66000366210938,70.66000366210938,11100
2021-01-12,71.18000030517578,71.58000183105469,70.76000213623047,71.41000366210938,71.41000366210938,24800
2021-01-13,71.27999877929688,71.29000091552734,70.5,70.55999755859375,70.55999755859375,11600
2021-01-14,71.19000244140625,71.33000183105469,70.79000091552734,70.87000274658203,70.87000274658203,15100
2021-01-15,70.52999877929688,70.61000061035156,69.7300033569336,70.2699966430664,70.2699966430664,13700
2021-01-19,71.16999816894531,71.33999633789062,70.76000213623047,70.91999816894531,70.91999816894531,62300
2021-01-20,71.66999816894531,71.98999786376953,71.30000305175781,71.98999786376953,71.98999786376953,78500
2021-01-21,73.97000122070312,73.97000122070312,71.44000244140625,71.5,71.5,134500
2021-01-22,71.47000122070312,71.91999816894531,71.02999877929688,71.83999633789062,71.83999633789062,21200
2021-01-25,71.80000305175781,72.47000122070312,71.19000244140625,71.83999633789062,71.83999633789062,29000
2021-01-26,72.62999725341797,72.62999725341797,71.1500015258789,71.1500015258789,71.1500015258789,25700
2021-01-27,70.31999969482422,70.31999969482422,68.83000183105469,69.16000366210938,69.16000366210938,23800
2021-01-28,70.23999786376953,70.23999786376953,69.43000030517578,69.43000030517578,69.43000030517578,16400
2021-01-29,69.4800033569336,69.4800033569336,68.25,68.41000366210938,68.41000366210938,15800
2021-02-01,69.29000091552734,69.87999725341797,68.44999694824219,69.76000213623047,69.76000213623047,13400
2021-02-02,70.75,70.95999908447266,70.2300033569336,70.8499984741211,70.8499984741211,10600
2021-02-03,70.91999816894531,70.91999816894531,70.36000061035156,70.80999755859375,70.80999755859375,31400
2021-02-04,71.19000244140625,71.83999633789062,71.19000244140625,71.55000305175781,71.55000305175781,10800
2021-02-05,72.12000274658203,72.37000274658203,71.87000274658203,72.19999694824219,72.19999694824219,19000
2021-02-08,73.27999877929688,73.66000366210938,72.7699966430664,73.66000366210938,73.66000366210938,8400
2021-02-09,74.16000366210938,74.16000366210938,73.27999877929688,73.80000305175781,73.80000305175781,25500
2021-02-10,74.44000244140625,74.44000244140625,73.37999725341797,73.7699966430664,73.7699966430664,12700
2021-02-11,74.54000091552734,74.54000091552734,73.5199966430664,74.37000274658203,74.37000274658203,16400
2021-02-12,74.27999877929688,74.87999725341797,74.26000213623047,74.63999938964844,74.63999938964844,16500
